times,senders,I_syn_ex,V_m
0.1,2,0.0,19.164538352996065
0.1,4,0.0,19.204338852163772
0.1,6,0.0,19.244139351331484
0.1,8,0.0,19.283939850499188
0.1,10,0.0,19.323740349666895
0.1,12,0.0,19.363540848834603
0.1,14,0.0,19.40334134800231
0.1,16,0.0,19.44314184717002
0.1,18,0.0,19.482942346337726
0.1,20,0.0,19.52274284550543
0.1,22,0.0,19.56254334467314
0.1,24,0.0,19.60234384384085
0.1,26,0.0,19.642144343008553
0.1,28,0.0,19.68194484217626
0.1,30,0.0,19.72174534134397
0.1,32,0.0,19.761545840511676
0.1,34,0.0,19.801346339679384
0.1,36,0.0,19.84114683884709
0.1,38,0.0,19.880947338014796
0.1,40,0.0,19.920747837182507
0.1,42,0.0,19.96054833635021
0.1,44,0.0,0.0
0.1,46,0.0,0.0
0.1,48,0.0,0.0
0.1,50,0.0,0.0
0.2,2,6.7342712856263915,19.309364423972337
0.2,4,0.0,19.347957811299075
0.2,6,0.054158098794949865,19.38755983164254
0.2,8,5.892763167773649,19.427506425649625
0.2,10,0.0,19.466763791348978
0.2,12,0.0,19.506365784698943
0.2,14,0.0,19.54596777804891
0.2,16,0.0,19.585569771398877
0.2,18,0.0,19.625171764748846
0.2,20,0.0,19.664773758098807
0.2,22,15.703939193208264,19.707224506011315
0.2,24,0.0,19.743977744798745
0.2,26,0.0,19.78357973814871
0.2,28,0.0,19.82318173149868
0.2,30,6.7342712856263915,19.863792330871874
0.2,32,0.0,19.902385718198612
0.2,34,1.5283451081820774,19.942032357279004
0.2,36,0.0,19.981589704898546
0.2,38,0.0,0.0
0.2,40,0.0,0.0
0.2,42,0.0,0.0
0.2,44,0.054158098794949865,0.0
0.2,46,11.092291828762258,0.0
0.2,48,0.0,0.0
0.2,50,4.284563143554825,0.0
0.3,2,13.23032930756587,19.456543462762596
0.3,4,5.5857812938153355,19.491529343851735
0.3,6,17.839797938699462,19.53408672085036
0.3,8,21.635767216037138,19.575735040887952
0.3,10,0.0,19.609073900639736
0.3,12,0.0,19.648478378223857
0.3,14,0.10779741030640862,19.68788307011455
0.3,16,0.0,19.727287333392102
0.3,18,0.0,19.766691810976226
0.3,20,0.0,19.806096288560344
0.3,22,27.856586527676615,19.857218649882704
0.3,24,3.1947277017427234,19.885002956457555
0.3,26,0.0,19.924309721312714
0.3,28,0.0,19.963714198896838
0.3,30,13.23032930756587,0.0
0.3,32,0.10779741030640862,0.0
0.3,34,9.899550058051778,0.0
0.3,36,0.0,0.0
0.3,38,0.0,0.0
0.3,40,0.0,0.0
0.3,42,8.666189421267243,0.0
0.3,44,17.839797938699462,0.0
0.3,46,24.961658655735448,0.0
0.3,48,0.0,0.0
0.3,50,11.677480508405168,0.0
